"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"1123","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-01-31",0.69,0.76,1.25,0.82,-0.86,0.25,-0.3,-0.66,0.74,1.54,9.4,0.08,0.14,1.43,1.42,2.13,0.46,0.3,0.28,3.93,0.73,-1.96,1.08,0.77,0.15,0.12,0.76,8.89,-0.17,-0.09,1.8,0.29,0.98,0.94,-0.55,0.66,-3.07,-1.76,0.3,-0.29,0.27,1.22,NA,0.74,7.82,2.2,1.75,0.27,-0.04,0.24,-0.08,0.92,0.16
"1124","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-02-28",-0.25,0.49,-0.88,0.46,-0.43,2.06,-0.2,-0.1,8.04,-3.01,-2.29,-0.13,0.12,-1.54,1.03,0.08,1.4,0.48,0.33,1.13,1.23,-1.41,0.38,0.48,-0.43,0.06,0.47,5.55,-0.97,0,1.21,-0.18,0.39,0.68,-1.98,0.48,1.77,1.23,0.46,-1.41,-0.26,0.36,NA,1.02,-5.58,1.29,1.38,0.54,1.16,-0.21,0.59,0.47,0.16
"1125","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-03-31",0.81,0.51,0.27,0.35,0.7,-0.91,-0.4,-0.1,-2.77,-0.57,0.56,-0.04,0.17,0.84,0.51,0.08,0.59,1.56,1.83,0.93,0.92,-0.38,0.45,0.56,2.32,-1.71,0.27,-0.25,0.04,0.11,-0.74,-0.27,0.91,0.62,-0.93,0.78,-0.69,2.74,0.24,-0.45,0.46,0.1,NA,1.3,-2.86,1.08,0.59,0.37,0.17,-0.03,1.18,1.25,-0.32
"1126","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-04-30",-0.59,0.51,0.27,0.8,-1.28,0.25,-0.63,-0.29,-0.39,1.32,-1.61,0.27,0.1,1.04,0.77,-0.31,0.91,0.85,-0.5,1.72,0.81,0.77,1.09,0.77,0.56,0,0.42,-2.17,0.03,0.13,0,0.09,0.12,0.96,0.28,0.62,-0.37,0.13,0.82,-0.65,0.12,0.31,NA,0.57,-1.02,2.57,0.68,0.51,0.9,0.57,-0.13,0.68,0.63
"1127","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-05-31",0.3,0.62,1.59,0.24,1.99,0.85,0.06,0.48,-0.5,0.44,-1.7,0.84,0.12,-2,-0.73,0.31,0.32,0.74,-1.91,0.86,0.16,0.48,1.01,0.44,-1.7,1.3,0.3,-1.27,0.92,0.33,-0.84,-0.18,-0.38,0.3,1.87,0.78,0.02,-0.29,0.81,-0.95,-0.41,0.18,NA,0.28,-0.49,2.44,-0.41,0.38,0.2,0.71,-0.24,0.89,-0.16
"1128","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-06-30",1.77,0.57,-1.11,0.28,1.16,0.09,0.07,-0.19,6.46,2.05,-1.51,-0.15,0.09,3.6,0.84,0.15,0.03,0.41,0.71,1.63,0.6,-0.76,0.14,0.17,4.5,NA,0.35,-3.73,1.56,0.28,0,0.18,-0.52,0.3,0.98,0.77,-0.62,-0.16,0.56,0.06,0.18,0.2,NA,0.28,3.28,4.47,-0.6,0.43,-0.1,0.45,-0.53,0.45,0
"1129","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-07-31",0.11,0.61,-0.78,0.12,-0.18,0.35,0.23,2.19,6.32,2.63,3.28,0.35,0.08,-1.61,3.51,-1.08,1.28,0.62,-0.69,1.55,-0.6,2,0.46,0.17,0.93,NA,0.36,-2.2,0.68,0.65,0,0.09,-0.04,0.17,0.64,0.65,1.82,-0.22,0.28,0.68,0.18,0.28,NA,0.85,1.48,4.79,0.12,0.94,-0.04,0.93,0.42,0.77,0
"1130","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-08-31",0.36,0.6,-1.13,0.28,-0.31,1.18,0.03,0.09,-3.11,-2.98,5.56,-0.27,0.05,-2.77,1.09,0.93,0.3,0.64,0.38,-0.23,-0.16,0.19,0.94,0.08,1.21,NA,0.3,1.16,-0.23,0.89,0.37,0.62,-0.55,0.25,-0.14,0.48,0.65,0.61,0.18,1.8,-0.12,0.96,NA,0.28,5.64,2.98,0.1,0.5,-1.18,0.15,0.66,0.62,-0.32
"1131","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-09-30",0.7,0.63,-0.34,0.17,0.05,0.2,0.13,0.28,-1.82,-0.53,-2.52,-0.97,0.05,2.53,1.23,0.15,0.48,0.77,0.56,-0.18,-0.8,0.93,0.15,0.11,2.61,NA,0.48,5.12,-0.45,1.38,-0.65,0.09,-0.17,0.16,0.39,0.55,0.5,0.3,0.24,0.68,-0.02,0.2,NA,0,-4.72,-0.59,0.42,1.07,-1.03,0.23,0.53,0.29,0
"1132","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-10-31",2,0.68,0.41,0.12,-0.38,-0.96,0.02,-0.09,4.25,1.34,-2.52,0.42,0.05,1.42,1.71,0.15,0.12,0.26,0.07,2.67,-0.91,-0.09,-0.21,0.08,0.65,NA,0.47,2.12,0,0.22,-0.56,0.62,0.13,0.12,-0.29,0.51,-0.06,-0.29,0.75,0.77,0.14,0.18,NA,0.14,-3.87,0.05,-0.15,0.71,1.02,0.58,-0.04,0.09,-0.16
"1133","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-11-30",-0.55,0.53,-0.47,0.29,-0.21,0.58,0.45,0.56,-3.84,0.81,NA,0.34,0.05,0.64,-1.53,0.08,0.28,-0.31,0.12,0.87,-1.22,-0.56,-0.05,-0.06,-4.76,NA,0.56,4.96,-0.04,0.5,0,0,0.36,0.22,0.01,0.6,0.91,-1.37,0.46,-0.89,-0.45,0.23,NA,0,28.18,0.76,0.56,0.69,-0.25,0.33,-0.15,0.44,-0.63
"1134","Consumer Price Index, All items","PCPI_PC_PP_PT","2014-12-31",-0.18,0.73,0.25,-0.23,-0.34,-0.22,0.2,0.37,-2.96,0.79,NA,0.12,0.05,0,-0.07,-0.08,-0.15,0.02,0.58,0.99,-0.71,-0.93,0.43,-0.02,1.67,NA,1.11,4.43,-0.23,0.19,-0.38,0.26,0.71,-0.17,-0.85,0.8,-0.31,-1.29,1.17,-0.12,0.44,0.3,NA,-0.14,-13.23,1.17,0.25,0.33,1.03,0.41,-0.15,0.74,-0.16
"1135","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-01-31",0.11,0.53,0.97,0.79,-1,-0.02,0.12,-0.64,0.04,0.77,NA,0.74,0.06,-4.11,0.99,0.73,-0.13,0.83,-0.15,3.45,9.65,0.09,0.61,-0.12,1.05,NA,0.89,6.36,-0.48,0.28,2.27,0.26,1.84,0.77,-0.48,0.83,1.72,-0.98,0.25,-1.9,2.63,1.14,NA,-0.14,-3.16,0.83,1,0.33,0.91,0.73,0.73,0.73,-0.32
"1136","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-02-28",0.65,0.64,-0.96,-0.39,0.08,-0.26,-0.43,0.37,0.25,-1.6,NA,-0.37,0.03,-0.1,1.86,0.18,0.85,1.07,-1.03,1.18,0.92,-1.16,0.46,-0.06,-1.34,NA,0.95,4.26,-1.22,0.1,2.59,-0.43,1.56,-0.17,-0.93,0.68,-1.28,1.08,0.31,-0.18,0.56,0.34,NA,0.7,3.83,0.46,1.57,0.37,-1.36,0.07,0.41,0.25,0
"1137","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-03-31",0.71,0.52,0.9,0.33,-0.01,2.61,-0.35,0,-1.91,-2.25,NA,0.42,0.05,1.62,1.55,-0.19,0.36,1.87,0.23,1.05,0.85,-0.09,1.12,0.43,1.94,NA,1.41,-1.55,0.35,0.1,-0.54,0,0.06,0.44,-1.56,0.91,-1.12,1.85,0.49,-0.58,2.49,1.23,NA,1.25,1.81,1.26,0.68,0.27,0.74,-0.05,1.6,1.02,0
"1138","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-04-30",-0.33,0.71,-1.28,1.06,-0.04,2.89,-0.27,0.46,0.27,0,NA,-0.04,0.07,-0.15,0.11,0.66,1.1,1.56,0.23,1.82,0.75,0.35,1.82,0.71,0.1,NA,0.22,-1.63,0.64,-1.09,-0.09,0.17,-0.98,0.5,0.32,0.76,0.21,2.04,0.42,0.02,-1.93,0.34,NA,0.96,7.16,0.92,0.85,0.5,0.56,0.55,1.23,0.69,-0.96
"1139","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-05-31",0.42,1.03,0,0.17,0.98,0.59,0.15,0.18,0.87,2.92,NA,0.59,0.05,0.36,1.19,0.11,0.72,0.8,0.05,0.99,0.17,0.41,0.81,0.57,-0.55,NA,0.16,-0.69,0.38,-1,-2.45,0.17,-1.05,0.37,1.58,1.11,0.31,0.06,0.21,0.3,-0.11,1.06,NA,0.14,11.85,1.22,0.42,0.85,2.04,0.29,0.02,0.64,-0.16
"1140","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-06-30",0.46,1.08,4.04,0.39,2.26,0.53,-0.02,0.46,-1.16,2.93,NA,0.43,0.06,0.34,-0.7,0.15,0.39,1.35,-0.35,1.78,0.6,0.97,0.29,0.98,4.22,NA,0.46,-2.36,2.12,0.61,-0.09,0.09,-0.46,0.34,0.93,0.93,0.28,-0.76,0.17,0.2,0.5,0.38,NA,0.54,20.27,3.16,0.16,0.4,0.52,0.17,-0.4,0.56,-0.16
"1141","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-07-31",-0.67,1.14,-0.25,0.1,0.07,0.65,0.23,0.27,3.08,0.38,NA,-0.17,0.07,1.15,0.71,-0.33,0.44,1.8,-0.43,2.3,0.52,1.12,0.07,0.5,2.63,NA,0.3,-1.47,2.02,0.9,0.19,0.52,0.1,0.4,0.1,0.69,0.37,-0.14,0.27,1.18,0.08,0.21,NA,0.81,-4.38,1.1,0.41,0.7,0.43,0.21,0.87,0.78,0
"1142","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-08-31",1.09,1,-1.38,0.16,0.26,-2.34,0.16,-0.09,1.03,0.95,NA,-0.24,0.06,-1.57,0.63,0.38,0.22,0.59,0,-0.75,0.6,1.57,0.21,0.25,-0.85,NA,0.4,1.84,-0.26,1.1,0.93,-0.09,0.21,0.32,-2.56,0.59,1.61,1.7,0.11,0.64,0.3,1.73,NA,0.13,10.38,0.47,0.02,0.47,-0.87,0.16,0.89,0.85,-0.33
"1143","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-09-30",2.29,1.09,-2.26,0.16,-1.53,0.12,0.29,0.27,-1.12,1.12,NA,-1.4,0.06,-0.17,2.47,-0.08,0.24,1.32,-0.37,-0.15,0.88,1,0.27,0.47,1.81,NA,0.38,6.1,-1.19,0.39,0.18,0,0.27,0.13,4.84,0.6,-0.21,1.75,0.09,1.38,-0.17,0.21,NA,0,14.85,1.42,0.15,0.77,0.02,0.37,1.46,0.69,-0.33
"1144","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-10-31",-0.41,1.17,1.62,0.28,1.29,0.43,-0.13,0,5.35,0.65,NA,0.18,0.1,-0.35,2.17,-0.08,0.18,0.03,0.12,2.69,0.52,-0.81,0.5,0.66,0.21,NA,0.46,2.58,0,0.59,-1.01,0.43,2.1,0.16,-1.51,0.42,2.05,1.47,0.29,1.92,-0.68,0.47,NA,0.27,-1.65,-0.11,0.08,0.63,-1.06,0.9,0.9,6.23,-0.33
"1145","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-11-30",-0.72,1.19,0.75,0.05,-0.7,0.76,-0.11,-0.18,-1.25,-2.03,NA,0.62,0.07,0.16,-0.3,0.08,0.21,-2.12,0.6,1.04,0.36,-0.27,0.52,0.31,-1.37,NA,0.48,4.91,-1.73,-0.29,-0.47,-0.52,1.83,0.17,-0.71,0.66,-0.35,0.54,0.49,-1.33,-0.14,0.3,NA,0.13,13.71,0.25,0.83,0.78,0.39,0.11,0.19,4.99,0.16
"1146","Consumer Price Index, All items","PCPI_PC_PP_PT","2015-12-31",0.73,1.37,0.24,-0.05,0.31,1.01,-0.21,0.36,5.04,-0.56,NA,0.62,0.11,1.34,-0.09,0,0.22,-0.03,-0.06,1.09,0.29,-0.73,1.07,0.31,0.06,NA,1.22,4.66,0.44,-0.39,-0.09,0,4.76,0.2,-1.03,1,0.49,-1.95,0.82,-1.18,-0.33,0.67,NA,0.27,4.9,0.97,0.46,0.42,1.03,0.23,0.19,2.08,0
"1147","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-01-31",0.76,3.33,-1.35,0.38,-2.68,-0.73,-0.46,-0.36,0.49,-0.95,NA,-0.35,0.08,-0.52,0.11,1.54,0.56,1.06,0.03,4.59,0.66,0.09,0.39,0.47,0.05,NA,1.07,5.14,-2.97,-1.08,1.31,-0.09,2.65,2.37,1.04,0.87,0.07,-1.17,0.69,-0.83,-0.63,1.17,NA,0.8,22.27,0.7,0.71,0.34,0.02,0.3,-0.21,1.27,0
"1148","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-02-29",-0.2,3.3,-1.02,-0.06,0.56,0.05,-0.54,-0.09,0.66,-1.53,NA,0.26,0.09,0.19,0.97,0.2,2.44,-0.38,1.03,0.73,1.07,-1.01,-0.42,0.76,-1.21,NA,0.41,4.15,-1.17,-0.4,1.66,0.17,0.98,0.59,-2.87,2.3,0.13,0.67,0.2,-0.31,0.05,0.61,NA,1.45,18.56,0.91,0.72,0.53,0.21,-0.2,0.1,1.18,-0.16
"1149","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-03-31",1.86,3.25,1.21,0.39,0.34,0.31,-0.36,0.09,-2.51,-0.58,NA,0.44,0.16,0.34,1.44,-0.67,0.82,0.71,0.13,1.68,0.98,-0.37,0.76,1.23,1.95,NA,0.1,-2.56,0.09,0.3,0.91,0.95,0.27,0.78,-0.11,1.94,0.52,1.57,0.79,-0.6,-0.21,0.43,NA,0.78,16.17,0.14,0.48,0.45,0.37,-0.01,0.92,0.48,-0.16
"1150","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-04-30",0.95,3.1,2.54,0.84,0.36,1.25,0.02,0.18,-1.84,0.29,NA,1.05,0.14,1.12,1.27,-0.34,1.8,1.48,0.24,1.38,0.96,0.19,0.69,1.11,0.18,NA,0.2,-2.54,-0.09,0.2,-0.81,-0.09,1.39,0.6,2.86,1.84,0.38,0.68,1.66,-0.6,0.24,1.12,NA,1.03,13.73,1.96,0.52,0.51,0.58,0.58,0.1,0.31,-0.16
"1151","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-05-31",0.68,3.31,-0.08,0.13,0.66,0.67,0.08,0.45,-2.43,0,NA,0.87,0.12,0.79,3.05,-0.36,0.18,1.33,-0.13,1.14,0.44,0.93,0.55,0.62,-0.32,NA,0.2,-0.26,2.28,0.3,-1.81,0.52,0.3,0.5,1.23,2.75,-0.32,0.02,0.48,-0.36,-0.21,1.29,NA,0.13,20.6,2.24,0.53,0.75,0.98,0.57,0.14,0.24,-0.33
"1152","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-06-30",1.35,3.12,-0.99,0.21,0.13,1.68,-1.25,-0.27,-1.13,0.97,NA,-0.94,0.32,0.28,0.78,-0.12,0.01,1.01,0.15,1.34,0.7,0.83,1.05,0.58,5.18,NA,0.4,-1.37,1.52,0.49,0.18,0.43,0.76,0.33,1.32,1.71,-0.06,1.03,-0.48,0.69,0.3,0.88,NA,0.51,-12.62,3.46,0.46,0.57,0.71,0.35,0.18,0.34,0.33
"1153","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-07-31",-0.48,4.27,-1.39,0.15,-0.09,0.72,0.2,0.09,-2.02,2.5,NA,-0.61,0.57,0.4,0.74,0.64,0.31,0.35,0.18,0.87,0.63,0.18,0.64,-0.16,2.59,NA,0.6,-0.81,-0.61,0.39,0.09,-0.17,1.16,0.64,0.6,1.24,-0.39,1.31,0.29,0.88,0.8,1.5,NA,0.89,83.06,3.04,0.03,0.77,-1.18,0.18,0.2,0.07,-0.33
"1154","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-08-31",0.42,3.3,-1.98,0.16,0.63,0.18,0.61,0.27,4.25,-0.94,NA,-1.13,0.6,-0.18,1.93,0.17,0.82,0.41,0.55,-0.63,0.58,0.55,0.08,-0.06,0.49,NA,0.2,1.27,0,1.18,0.83,0,1.77,0.17,0.9,1.02,0.18,1.41,0.1,1.64,-0.61,1.41,NA,-0.13,5.59,1.9,-0.21,0.69,-2.5,0.18,0.59,0.35,0
"1155","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-09-30",0.38,2.14,-1.53,0.27,2.14,0.48,0.09,0,3.6,-1.14,NA,-0.35,0.88,0.14,1.25,0.47,0.45,2.18,0.48,0.16,0.98,-0.63,0.34,0,0.53,NA,0.2,4.71,0.71,1.07,0.18,0.68,3.29,0.2,-0.3,0.81,0.06,1.69,0.29,1.4,0.43,0.93,NA,0.13,41.9,1.56,-0.22,0.75,-1.16,0.83,0.89,0.08,-0.33
"1156","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-10-31",-0.66,1.52,0.24,0.2,-1.1,-0.54,0.65,-0.27,-0.19,-1.05,NA,0.09,1.19,0.12,1.7,0.19,0.15,-1.04,1.83,1.42,0.63,0.55,0.62,0.35,1.57,NA,0.2,1.64,-0.53,0.77,-0.46,-0.25,2.44,0.49,-1.29,0.84,-0.03,3.08,0.38,0.39,-0.2,1.57,NA,0.5,-9.89,0.97,0.12,0.63,-0.71,0.77,0.79,0.51,0.17
"1157","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-11-30",1.53,2.3,1.4,0.2,-0.5,1.84,-0.11,0,-3.67,-1.45,NA,0.44,1.56,-0.41,4.85,-0.7,0.59,-0.75,-0.32,0.82,0.42,0.18,0.71,0.34,0.5,NA,0.5,4.78,-0.26,-0.19,0.27,-0.25,1.85,0.25,-1.1,0.76,0.17,0.55,0.85,-0.88,0.01,2.74,NA,0.37,6.49,8.54,1.11,0.86,1.31,0.21,0.6,1.53,0
"1158","Consumer Price Index, All items","PCPI_PC_PP_PT","2016-12-31",0.19,2.04,0.27,0.1,-0.68,3.31,0.9,0.18,0.56,-0.59,NA,0.09,4.13,0.12,3.13,0.99,0.25,-0.33,-0.19,0.95,0.35,0.09,0.76,-0.04,0.49,NA,1.68,4.69,0.35,-0.19,0,-0.09,2.54,0.16,-0.71,1.09,-0.75,-0.24,-0.28,0.71,-0.18,2.55,NA,0.37,9.13,1.74,0.69,0.75,0.5,0.37,1.21,0.87,0
"1159","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-01-31",1.81,2.26,2.83,0.5,-0.75,2.27,-0.69,-0.27,1.93,-1.48,NA,0.97,1.85,-0.16,4.07,-0.33,0.13,0.86,-0.11,2.76,0.55,0.1,1,0.81,1.03,NA,1.07,3.56,-1.06,-0.76,0.73,0.17,2.15,3.23,-1.53,0.99,0.15,-0.32,0.38,-1.12,1.07,2.25,NA,0.62,-0.49,2.55,0.83,1.22,-0.74,0.73,0.04,0.86,0.33
"1160","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-02-28",-0.58,2.3,0.27,0.2,-0.46,6.77,0.29,0,0.75,0.5,NA,0.52,1.94,-0.28,2.63,0.53,1.09,0.96,0.22,0.64,0.85,-0.87,1.72,0.28,-1.48,NA,1.06,2.36,-0.89,-0.19,1.18,-0.25,1.25,0.18,3.63,1.49,0.07,1.9,0.38,-0.09,0.06,1.59,NA,1.11,32.16,1.42,1,0.51,-0.16,-0.21,0.85,0.96,0.5
"1161","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-03-31",1.16,1.91,0.26,0.49,1.55,0.84,-0.25,0.09,0.63,0.3,NA,-0.61,NA,2.52,1.95,0.18,0.07,2.55,-0.08,1.27,0.99,0.39,1.67,0.53,0.64,NA,1.33,-2.81,0.27,0,0.9,-0.6,0.85,0.12,-0.6,1.72,0.23,1.2,0.75,-0.19,0.18,0.77,NA,0.49,-10.64,1,1.37,0.35,0.71,0.19,0.66,0.34,0
"1162","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-04-30",0.36,1.8,0.09,0.79,0.19,-0.05,-0.18,0.45,0.53,0,NA,0.78,NA,-1.63,1.69,-0.22,2.78,1.54,0.98,1.62,1.14,0.29,1.79,1.1,-0.1,NA,0.94,-3.56,0.27,0.1,0.8,0.17,1.13,0.26,1.92,1.6,0.26,0.61,1.12,-0.96,0.6,0.77,NA,0.12,4.76,2.06,0.55,0.49,0.63,0.76,0.44,0.36,0.16
"1163","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-05-31",-0.37,1.6,-0.39,0.2,1.13,0.07,0.13,0.09,1.55,1,NA,0.43,NA,-0.56,1.67,-0.14,0.28,0.18,-0.3,0.73,0.49,1.38,0.75,0.32,1.18,NA,0.28,-2.23,1.61,0.19,1.06,0.51,-0.38,0.12,-0.3,1.88,0.14,-1.01,-0.37,-0.62,0.69,0.54,NA,0.24,40.44,2.77,0.2,0.49,1.24,0.36,0.57,0.07,0
"1164","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-06-30",0.29,1.52,-0.38,0.19,-0.65,-1.58,0.12,-0.09,1.28,1.08,NA,-0.69,NA,0.31,0.82,-0.03,-0.24,0.91,0.22,0.91,0.78,-0.54,-1.2,0.32,2.96,NA,0.46,-2.28,1.06,0.1,0.61,0.34,-1.2,0.14,0.89,1.58,0.06,-1.04,1.75,0.25,0.79,1.07,NA,0.24,-6.99,1.25,-0.15,0.61,0.56,0.3,-0.62,0.62,-0.33
"1165","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-07-31",-1.42,1.69,-0.14,0.1,1.61,-0.56,0,0.09,-0.16,0.98,NA,0.17,NA,-0.44,3.22,-0.17,0.17,2.53,0.07,0.65,0.91,0.75,-0.96,0.19,2.26,NA,0.28,-1.82,1.13,0.38,-0.87,-0.51,-0.5,0.04,0.98,1.21,0.26,0.03,1.63,1.49,0.28,1,NA,0.12,0.85,4.28,-0.23,0.38,-1.22,0.96,-0.48,-0.11,-0.33
"1166","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-08-31",1.79,1.59,-0.3,0.1,-0.39,0.53,0.65,0.45,-0.19,0.19,NA,-0.61,NA,-0.19,1.13,-0.31,0.02,1.26,0.15,-0.2,0.79,-0.01,0.61,-0.02,2.17,NA,0.37,0.5,-0.43,0.96,0.09,0.34,-0.02,0.09,-0.39,0.97,0.06,0.63,-0.54,1.6,0.14,0.94,NA,0.12,9.94,2.19,-0.36,0.6,-0.4,0.33,0.17,0.08,0
"1167","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-09-30",1.09,2.14,0.01,0.1,0.5,1.74,0.08,0.09,0.4,-0.29,NA,-0.26,NA,-0.44,1,0.17,0,3.21,0.3,0.01,1.02,0.19,-0.57,0.12,1.21,NA,0.37,3.84,1.12,0.35,-0.87,0.85,0.24,0.39,-0.29,0.78,0.17,1.53,0.18,0.06,-0.25,0.77,NA,0.48,8.1,1.96,0.02,0.45,-1.28,0.58,0.97,0.3,0.33
"1168","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-10-31",0.53,2.4,0.17,0,-1.32,1.38,-0.23,-0.09,0.33,-0.29,NA,-0.17,NA,0.21,1.1,0.1,0.12,-0.54,-0.37,0.94,0.64,-0.82,-0.63,0.22,0.49,NA,0.55,1.49,-0.6,0.13,-0.44,-0.08,0.21,0.11,1.08,0.76,0.21,1.37,0.54,0.21,0.02,0.75,NA,0.36,3.53,-0.56,-0.06,0.49,-0.75,0.94,0.3,0.39,1.48
"1169","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-11-30",-0.04,1.04,0.61,0.19,0.44,-0.09,0,-0.09,-1.13,-0.39,NA,-0.26,NA,-0.45,0.97,0,0.11,1.64,-0.07,0.91,0.55,-0.62,-0.23,0.23,1.57,NA,1.82,4.26,-1.29,0.19,0.35,0.42,0.72,0.26,-0.97,0.78,0.11,-3,0.18,-1.08,-0.45,2.2,NA,0,11.14,1.75,0.49,0.33,0.38,0.65,-0.16,1.39,0.81
"1170","Consumer Price Index, All items","PCPI_PC_PP_PT","2017-12-31",0.26,1.19,-0.07,0.29,-0.17,-1.53,0.37,0.09,1.07,0,NA,0.79,NA,0.31,-0.21,0,0.11,0.33,0.07,1.02,0.46,-0.69,0.54,0.31,1.23,NA,1.61,4.05,-0.09,-0.19,0.62,0.5,1.1,0.16,-0.1,0.59,0.06,-1.95,1.51,-0.16,0.31,1.72,NA,0.48,-1.86,2.06,0.25,0.81,0.52,0.39,0.57,0.67,0.48
"1171","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-01-31",0.49,1.47,-0.02,0.39,-0.41,-1.3,0.03,-0.18,-1.22,-0.68,NA,0.09,NA,0.36,-0.06,0.05,0.02,0.99,0.52,1.41,0.62,-0.27,1.32,1.62,2.41,NA,0.79,4.53,-0.35,0.47,2.63,0.44,0.4,1.65,1.27,0.8,0.07,-0.05,0.31,-0.08,2.05,1.68,NA,0.47,2.88,24.85,0.84,0.7,0.2,1.19,-0.29,0.98,0.32
"1172","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-02-28",-0.58,1.26,0.78,0.29,0.31,-0.7,0.1,-0.09,-0.17,-0.88,NA,-0.26,NA,-0.14,0.29,-0.37,0.56,0.42,1.49,0.23,0.93,0.33,1.36,0.11,0.56,NA,0.52,2.14,0.39,0,1.97,-0.61,0.36,0.15,-0.97,0.79,-0.04,0.51,0.33,1.03,0.42,1.32,NA,0.59,24.9,2.73,0.91,0.49,0,-0.07,0.01,0.87,0
"1173","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-03-31",0.75,1.44,-0.89,0.19,0.33,-0.44,-0.05,0.09,0.22,-0.49,NA,0.61,NA,0.23,0.99,-0.27,-0.02,2.04,0.29,0.39,0.98,-0.99,1.39,0.22,2.08,NA,0.69,-0.93,-1.17,0.56,0.59,0.08,0.97,0.11,0,0.84,0.05,1.06,0.37,-1.59,-0.03,1.23,NA,0.47,9.75,1.82,1.41,0.5,-0.09,0.62,0.48,1.32,-0.16
"1174","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-04-30",0.58,1.22,1,1.34,1.03,0.62,-0.04,0.36,0.44,2.09,NA,0.26,NA,0.2,1.52,1.64,3.63,0.23,1.09,0.68,1,1.09,1.35,0.12,1.42,NA,0.43,-3.76,-0.2,0.09,-2,0.33,0.43,0.32,1.56,0.83,0.06,1.9,0.51,0,0.15,0.98,NA,0.58,14.95,3.4,0.44,0.55,2.35,0.96,0.27,0.63,0
"1175","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-05-31",1.82,1.27,1.04,0.09,0.37,0.7,0.11,0.18,0.66,7.11,NA,-0.69,NA,0.05,0.17,0.53,0.26,1.29,0.65,0.56,0.74,2.26,0.97,0.27,1.11,NA,0.17,-0.58,-3.46,0.19,-0.19,0.5,0.53,0.38,1.35,1.09,0.05,0.89,0.36,-1.23,0.12,1.3,NA,0.35,-9.91,4.92,0.04,0.44,1.52,0.44,0.48,0.43,0
