"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"1176","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-06-30",1.08,1.26,1.18,0,1.32,-0.96,0.52,0,-1.15,-0.36,NA,0.78,NA,-0.33,3.48,0.23,-0.08,2.27,1.08,0.64,0.81,-0.49,-0.89,0.56,5.75,NA,0.6,-0.23,3.99,0.37,-0.77,0.25,-0.12,0.25,0.66,1.24,0.08,-1.37,1.04,-1.06,0.22,1.56,NA,0.23,-4.62,3.09,-0.38,0.54,-0.92,0.44,-0.17,0.25,0
"1177","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-07-31",-1.92,1.25,-0.5,0.09,0.77,-0.97,0.41,0.18,0.17,-0.55,NA,0,NA,0.49,2.43,0.37,0.11,1.22,0.21,0.36,1.29,-0.29,-0.89,0.3,3.54,NA,0.51,0.62,1.47,0.28,-0.19,-0.91,-0.18,0.53,-0.94,1.13,0.24,-0.75,0.49,2.04,0.41,1.99,NA,0.81,19.27,4.33,-0.33,0.53,-0.64,0.59,0.44,0.27,0.96
"1178","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-08-31",0.46,1.21,-3.32,0,-1.02,-0.98,-0.28,0.09,0.77,-1.28,NA,0.09,NA,0.23,1.78,-0.36,0.06,0.28,0.14,0.22,0.43,0.41,0.31,0.51,2.16,NA,0.42,1.38,0.39,0.46,-0.68,-0.08,0.26,0.03,0.48,1.05,0.06,0.53,1.51,2.28,-0.2,1.33,NA,-0.11,-13.82,3.98,-0.38,0.67,-0.7,0.38,0.85,0.28,0.47
"1179","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-09-30",0.32,2.7,-0.2,0,0.34,-1.8,0.13,0.45,-0.2,1.3,NA,-0.69,NA,-0.52,2.53,0.36,0.15,1.1,-0.14,0.09,1.04,0.29,1.02,0.43,1.37,NA,0.34,2.04,0.19,0.46,0.1,0.25,0.11,0.75,-0.85,0.83,-0.07,-0.11,1.82,0.66,0.22,0.42,NA,0.57,-7.8,3.07,0.1,0.34,-1.19,0.59,0.83,0.19,0.94
"1180","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-10-31",1.19,1.39,0.6,0.64,-1.16,-1.37,0.32,0.44,0.9,-0.28,NA,0.17,NA,0.16,2.59,0.49,0.25,-0.26,0.85,0.27,0.5,0.6,-0.79,0.52,0.7,NA,0.34,1.9,0.48,-0.18,0.39,-0.08,0.07,0.43,-0.67,0.74,0.15,-1.04,1.32,-0.64,0.18,-0.72,NA,0.46,-1.51,-0.68,-0.26,0.47,-0.2,1.04,-0.35,0.7,16.38
"1181","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-11-30",-0.45,1.31,-0.2,0.39,-1.44,1.21,0.05,0.18,1.43,-0.37,NA,-0.1,NA,0.74,-0.76,-0.01,0.16,-1.09,0.21,0.25,0.62,-0.99,-0.18,0.49,1.96,NA,0.59,1.49,0.19,0.18,0.39,0.67,0.27,0.68,-0.48,0.8,0.05,-0.54,-0.33,-0.65,-0.2,2.64,NA,0.11,4.62,2.05,0.3,0.33,0.98,0.61,-0.15,0.91,9.25
"1182","Consumer Price Index, All items","PCPI_PC_PP_PT","2018-12-31",-1.02,1.41,0.5,0.09,-0.06,0,-0.33,0.26,2.73,-1.02,NA,0.76,NA,0.48,-3.39,-0.06,0.06,1.67,-0.28,0.53,0.56,0.47,0.65,0.14,2.39,NA,1.41,1.1,-0.96,0.18,-0.39,-0.75,0.37,-0.23,0.19,0.74,0.19,-0.85,0.95,0.65,0.01,-0.3,NA,-0.11,2.97,4.47,0.53,0.68,0.72,0.47,-0.18,0.75,8.96
"1183","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-01-31",0.38,1.14,1.09,0.3,-2.17,0.92,-0.04,-0.26,-1.08,-2.43,NA,-2.27,NA,0.6,0.6,-0.42,-0.15,1.43,0.07,1.49,0.41,-0.35,0.35,1.19,-1.77,NA,0.41,3.46,-2.51,-0.18,1.37,-0.25,0.65,1.17,-2.03,0.74,0.19,0,-0.26,-0.79,1.03,1.78,NA,-0.11,26.55,3.57,0.55,0.39,0.73,0.83,0.2,1.05,10.81
"1184","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-02-28",-0.49,1.04,-1.56,0.2,-0.41,-1,-0.12,0.26,0.32,0,NA,-0.19,NA,0.3,1.74,0.22,0.64,0.32,-0.05,0.44,0.91,0.48,0.82,0.17,-0.49,NA,0.49,1.32,-0.1,-0.09,0.58,0,0.3,-0.09,0,0.73,0.2,-0.11,1.11,0.32,0.13,1.08,NA,0.8,15.05,3.34,1.1,0.56,-0.43,0.09,0.25,0.73,1.63
"1185","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-03-31",0.94,1.1,0.89,0.1,0.5,0.74,0.26,0.44,-0.43,-1.24,NA,0.29,NA,0.29,0.83,-0.14,0.1,2.21,0.2,0.81,0.97,-0.92,1.54,0.42,NA,NA,0.24,0.35,-0.3,0.09,0,0,0.67,0.19,-0.49,0.79,0.54,2.2,0.26,-0.63,-0.07,1.85,NA,0.79,12.66,2.6,1.4,0.47,-0.14,0.43,0.45,1.1,4.4
"1186","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-04-30",0.01,1.04,-0.98,0.6,0.47,1.46,0.08,0.35,0.82,0.29,NA,0.39,NA,0.42,0.5,-0.87,0.23,1.82,0.16,0.62,0.85,-0.42,0.79,0.5,NA,NA,0.16,-3.89,-0.4,0,0,0.59,0.29,0.35,0,0.94,0.4,0.85,0.42,0.24,0.15,2.55,NA,0.56,7.19,2.8,0.51,1.29,-0.01,0.8,0.77,0.73,5.46
"1187","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-05-31",0.99,1.09,1.69,0.1,0.52,0.45,0.47,0,-1.69,2.7,NA,0.39,NA,0.35,1.12,0.15,0.01,4.28,0.61,1.09,0.83,-0.8,0.74,0.54,NA,NA,0.32,-0.81,0.1,0.18,0,0.67,-0.31,-0.06,0.59,1.11,-0.12,0.84,0.38,0.04,0.18,-0.08,NA,0.33,5.3,5.21,0.35,0.95,1.36,0.49,0.36,0.85,12.62
"1188","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-06-30",-0.28,1.08,-1.76,0.2,-0.29,-2.6,0.59,0.17,-0.1,1.6,NA,0.58,NA,0.1,-0.8,-0.37,0.08,1.41,0.46,1.09,0.8,0.01,0.4,0.27,NA,NA,0.65,-0.18,1.3,0.37,-0.96,0.17,-0.23,0.12,0.49,1.07,0.22,-0.08,0.6,0.42,0.02,1.27,NA,0.33,0.07,5.1,-0.17,0.44,0.81,0.32,-0.1,0.75,39.19
"1189","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-07-31",-0.7,1.52,0.8,0.2,0.22,0.64,-0.08,0.26,0.11,-2.04,NA,-0.38,NA,0.37,1.76,-0.37,0.11,1.43,-0.33,0.35,1.16,1.34,0.3,0.08,NA,NA,0.08,0.91,0.59,0.73,0,-0.83,-0.31,0.24,-0.78,1.01,0.44,-0.11,0.13,0.26,0.06,2.21,NA,0.33,10,7.73,-0.36,0.48,-1.24,0.24,-0.41,0.45,21.03
"1190","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-08-31",1.05,1.44,-1.18,0,-1.49,0.82,0.15,0.17,-0.06,-0.66,NA,-0.96,NA,0.21,0.65,0.59,0.29,2.37,-0.25,0.41,0.37,-0.12,0.2,0.28,NA,NA,0.32,1.62,-0.69,0.63,0.29,0.33,0.11,0.1,0.39,0.99,-0.02,1.78,0.38,1.91,0.04,1.82,NA,0.22,4.16,4.35,-0.51,0.72,-1.6,0.56,0.4,0.74,18.09
"1191","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-09-30",1.22,1.45,-0.4,0.1,-0.21,0.91,-0.68,0.09,-0.42,0.67,NA,0.19,NA,0.24,-0.03,0.07,0.11,1.7,-0.1,-0.05,1.05,0.64,0.15,0.36,NA,NA,0.16,1.77,0.1,0.4,-0.68,-0.25,0.1,0.32,-0.1,1.04,-0.01,1.65,NA,0.41,-0.14,0.18,NA,0.33,14.24,3.34,-0.08,0.55,-0.54,0.64,0.67,1.22,17.71
"1192","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-10-31",-0.11,1.38,0.8,0.1,0.54,0.54,0.37,0.43,-0.49,-0.76,NA,-0.1,NA,-0.15,1,3.68,-0.05,-0.17,-0.07,0.34,0.38,0.11,0.33,0.3,NA,NA,0.24,2.18,-0.89,0.31,-0.49,0.33,0.31,0.19,0.39,1.07,0.39,1.35,NA,0.38,1.33,-0.13,NA,0,3.53,2.02,-0.07,0.44,-0.18,0.79,0.19,0.94,38.74
"1193","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-11-30",-0.62,1.53,1.79,0.1,-0.74,0.71,0.04,0.26,0.12,0.19,NA,1.06,NA,0.31,-0.3,0.95,0.34,0.63,-0.06,0.64,0.61,-0.97,0.6,0.28,NA,NA,0.24,2.22,-0.3,0.44,0.59,0.41,0.59,0.14,-0.49,1.02,0.77,3.81,NA,-0.33,-0.3,0.2,NA,0.11,-33.2,3.97,0.47,0.5,0.96,0.47,0.32,1,17.47
"1194","Consumer Price Index, All items","PCPI_PC_PP_PT","2019-12-31",0.02,1.9,-0.78,0.2,0.52,1.33,0.89,0.17,0.07,0.09,NA,0.48,NA,0.17,-0.15,0.75,0.28,0.6,0.4,0.27,0.43,0.93,0.71,0.26,NA,NA,0.56,2.25,-0.4,-0.2,0.19,0,1.28,-0.14,-0.3,0.85,0.72,-0.78,NA,-0.74,0.27,0.42,NA,0.22,0.75,2.1,0.61,0.63,0.02,0.23,0.4,1.58,16.54
"1195","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-01-31",-0.12,2.05,1.33,0.39,-0.52,1.14,-0.3,0.09,0.88,0.19,NA,0.28,NA,0.08,0.67,0.54,0.56,0.74,-0.06,1.46,0.36,-0.49,0.56,0.51,NA,NA,0.39,3.02,0.2,-0.04,2.52,-0.08,0.63,0.66,0.4,0.87,-0.96,-0.4,NA,0.14,1.46,1.51,NA,0.22,2.11,8.36,0.43,0.09,1.8,0.62,0.06,1.77,2.23
"1196","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-02-29",-0.58,1.72,1.28,0.1,0.96,1.3,0.12,0.09,0.3,2.18,NA,0.36,NA,0.24,-0.01,0.14,0.7,2.84,0.06,0.42,1.13,0.14,0.62,0.28,NA,NA,0.39,1.27,0.7,0.16,0.66,-0.25,0.36,0.31,0.2,0.79,0.26,1.68,NA,-0.33,0.42,2.05,NA,0.98,30.07,7.79,1.12,1.02,-0.09,0,0.21,1.94,13.53
"1197","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-03-31",1.24,1.85,-0.45,0.1,-0.25,0.26,0,0.34,1.37,0.19,NA,0.12,NA,0.27,0.61,0.17,0.35,2.96,-0.1,0.82,1.1,0.95,0.28,0.25,NA,NA,0.63,-0.78,-2.18,0.18,0.75,0.41,0.22,0.1,0.39,0.84,0.8,1.88,NA,0.09,0.82,2.62,NA,0.43,2.62,-40.12,1.08,0.23,0.54,0.85,0.06,1.24,26.59
"1198","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-04-30",0.28,2.05,0.08,0.88,-0.43,1.87,-0.28,0.51,0.66,1.85,NA,0.28,NA,0.36,1.25,-0.18,1.09,2.04,0.5,3.23,2.84,1.23,0.95,0.69,NA,NA,0.47,-4.18,-0.3,0,1.3,-0.08,0.52,-0.34,1.17,1.02,2.65,-1.83,NA,1.05,3.23,2.12,NA,-0.64,6.52,2.8,0.39,-0.57,0.58,0.84,1.03,2.21,17.65
"1199","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-05-31",0.97,1.93,0.74,0,3.92,1.84,-0.48,-0.26,-0.18,0,NA,0.38,NA,-0.6,-0.01,0.79,0.09,1.73,0.49,1.72,0.74,-0.9,0.1,0.33,NA,NA,0.08,-1.48,0.81,0.09,-1.38,-0.2,-0.6,0.35,0.97,1.17,-0.74,0.68,NA,-0.6,1.72,0.26,NA,-0.54,3.9,125.38,0.22,0.74,0.21,0.53,-0.08,1.59,15.14
"1200","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-06-30",0.16,1.74,-0.14,-1.25,-1.29,-3.28,0.05,0.17,0.56,1.09,NA,1.03,NA,1.05,0.09,0.23,-0.07,2.87,0.29,1,0.56,-0.12,-0.31,1.19,NA,NA,0.31,-0.33,1.82,0.18,-1.96,-0.29,-0.55,0.2,0.38,1.21,-2.39,0.24,NA,-0.23,1,0.29,NA,0.43,-20.24,15.96,-0.16,0.19,-0.75,-0.15,1.18,0.21,31.66
"1201","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-07-31",-1.09,1.78,0.92,0.2,0.49,-0.08,0.42,0.43,0.05,0.18,NA,-0.37,NA,1.55,0.38,-0.63,0.14,2.05,0.44,0.56,1.17,-0.09,0.08,0.73,NA,NA,0.15,0.42,1.78,-0.09,-0.29,-0.29,-0.2,0.18,1.62,1.25,-0.59,1.02,NA,0.96,0.56,1.26,NA,1.41,7.79,11.11,-0.2,0.18,0.57,0.15,0.14,0.34,35.53
"1202","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-08-31",0.11,1.83,-0.52,0.19,1.14,-0.17,-0.01,0.17,-0.22,2.42,NA,-0.99,NA,-2.05,-0.15,-0.32,0.3,0.45,-0.08,-0.39,0.17,0.19,0.2,0.7,NA,NA,0.31,1.19,0.68,0.09,0.38,1.38,0.06,0.42,0.94,1.34,-0.59,1.19,NA,2.16,-0.39,1.84,NA,0.11,8.04,14.21,-0.52,1.3,-0.75,0.3,0.28,0.46,8.44
"1203","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-09-30",1.13,NA,-0.31,0.78,0.16,0.51,-0.02,0,-0.59,-2.36,NA,-0.6,NA,-0.96,0.29,-0.25,0.36,0.56,0.16,-0.17,0.62,0.85,0,0.21,NA,NA,0.46,1.34,-0.48,0.44,0.66,0.29,0.32,0.32,-0.47,1.48,-0.05,1.58,NA,0.25,-0.17,0.52,NA,0.11,8.56,20.94,-0.28,0.3,0,0.6,0.65,1.4,3.82
"1204","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-10-31",1.68,NA,0.41,0.48,0.63,1.19,-0.11,0.42,-0.72,-0.54,NA,1.04,NA,0.15,1.8,-0.57,NA,0.39,-2.17,0.19,0.55,NA,0.95,0.02,NA,NA,0.31,2.53,2.04,0.18,0.09,0.1,0.53,0.05,-1.5,1.54,0.02,0.01,NA,0.18,0.19,-1.88,NA,0.43,8.93,7.75,-0.09,0.83,-0.28,0.83,0.19,1.25,4.38
"1205","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-11-30",-0.39,NA,-0.49,0.19,-0.82,2.59,-0.15,0,-0.36,-0.81,NA,-0.28,NA,0.14,0.82,0,NA,0.39,2.11,0.29,0.52,NA,1.07,0.34,NA,NA,0.3,2.05,-2.19,0.88,0.19,-0.68,0.66,0.1,-0.95,1.6,1.37,-0.81,NA,-0.52,0.29,-0.77,NA,0,6.83,11.69,0.34,0.68,0.47,-0.07,-0.48,2.19,3.15
"1206","Consumer Price Index, All items","PCPI_PC_PP_PT","2020-12-31",0.1,NA,-1.71,0.1,-1.58,0.41,-0.09,0.17,1.65,-1.27,NA,1.08,NA,0.12,-0.41,-0.52,NA,-0.11,-0.01,0.93,0.36,NA,0.98,0.27,NA,NA,0.68,2.55,-2.04,-0.26,-0.19,-0.49,1.52,0.01,-0.1,1.61,0.49,-1.3,NA,-0.7,0.93,0.25,NA,0.11,-10.72,6.42,0.79,0.53,1.23,0.3,0.26,3.15,4.22
"1207","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-01-31",0.58,NA,-0.3,0.48,0.17,-0.16,-0.35,-0.17,2.45,-1.2,NA,0.22,NA,NA,-0.43,0.43,NA,1.65,-0.11,0.97,2.17,NA,0.63,0.31,NA,NA,0.83,3.08,0.3,0.35,0.85,0.1,1.18,0.95,1.05,1.49,0.78,-0.83,NA,-1.36,0.97,2.48,NA,0.42,-5.12,18.63,0.8,1.9,0.19,0.67,0.15,3.7,5.43
"1208","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-02-28",0.42,NA,-0.01,0.29,-0.42,0.81,0.34,0.08,1.03,0,NA,1.28,NA,NA,0.15,-0.4,NA,4,0.19,0.73,1.15,NA,0.7,0.43,NA,NA,0.37,1.87,0.99,0.44,0.84,0.1,1.34,0.36,1.14,1.54,0.87,0.46,NA,0.5,0.73,1.48,NA,0.63,4.82,14.84,0.9,-0.11,0.09,-0.07,0.34,2.53,3.45
"1209","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-03-31",1.8,NA,0.83,3.19,0.63,2.02,0.69,0.42,0.5,0.47,NA,0.18,NA,NA,0.62,-0.12,NA,3.12,-0.1,0.86,0.85,NA,0.4,1.06,NA,NA,0.71,0.94,0.59,0.09,0.56,0.2,0.86,0.49,-0.38,1.56,-1.15,1.37,NA,-0.47,0.89,0.84,NA,0.63,3.17,11.54,0.95,1.16,-0.65,0.74,0.33,1.74,2.26
"1210","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-04-30",1.52,NA,1.1,2.94,1.56,0.71,0.09,0.25,0.37,0.28,NA,0.89,NA,NA,0.9,NA,NA,0.81,NA,1.54,2.92,NA,0.82,0.96,NA,NA,0.77,-5.06,0.49,0.09,0.46,1.17,-0.03,0.36,0.66,0.97,0.58,-0.87,NA,0.19,1.51,2.73,NA,0.73,3.09,17.96,0.52,-0.67,2.72,1.1,NA,2.15,1.59
"1211","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-05-31",-0.11,NA,1.96,0.52,1.68,1.73,0.45,0.25,0.87,1.39,NA,-0.24,NA,NA,0.71,NA,NA,2.2,NA,0.78,0.71,NA,0.2,0.45,NA,NA,0.48,-1.74,1.26,0.26,0.73,0.29,-0.31,0.26,0.47,1.01,0.19,-1.65,NA,NA,0.78,0.44,NA,0.1,2.89,17.19,0.26,1.13,0.91,0.51,NA,2.01,2.54
"1212","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-06-30",-0.46,NA,2.68,-1.33,-0.13,-0.77,0.24,0.33,0.3,0.91,NA,1.27,NA,NA,0.18,NA,NA,6.95,NA,1.27,0.45,NA,0.12,0.38,NA,NA,0.49,-0.18,0.67,0.35,1.46,-0.67,-0.52,0.48,1.21,1.06,0.48,0,NA,NA,1.27,0.65,NA,0.31,-17.2,24.18,0.08,0.55,NA,0.51,NA,1.33,3.88
"1213","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-07-31",0.71,NA,-0.93,0.8,-1.82,0.39,0.49,0.58,-1.7,0.09,NA,0,NA,NA,0.88,NA,NA,3.52,NA,1.63,1.2,NA,0.29,0.2,NA,NA,0.35,0.05,-0.29,0.6,0.27,0.39,-0.24,0.16,1.66,0.93,0,-0.26,NA,NA,1.63,1.54,NA,1.03,1.79,13.28,0.02,0.29,NA,0.86,NA,0.31,2.56
"1214","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-08-31",1.42,NA,-1.72,0.09,2.81,0.62,0.8,-0.08,-1.19,0,NA,-0.18,NA,NA,0,NA,NA,3.62,NA,0.27,1.24,NA,0.23,0.44,NA,NA,0.44,0.95,0.19,0.94,-0.09,0,0.19,-0.15,0.9,1.02,-0.58,0.48,NA,NA,0.27,2.19,NA,0.41,7.62,6.52,-0.5,0.15,NA,0,NA,0.36,4.19
"1215","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-09-30",1.99,NA,1.2,0.45,1.72,0.62,0.3,0.08,0.68,-0.27,NA,-0.17,NA,NA,1.14,NA,NA,3.97,NA,0.65,0.25,NA,0.32,0.42,NA,NA,0.36,1.85,2.76,0.68,0.09,0.67,0.73,0.35,-0.81,1.15,-0.19,0.19,NA,NA,0.64,1.21,NA,0.2,2.44,15.55,-0.09,0.36,NA,0.64,NA,-0.49,4.73
"1216","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-10-31",1.25,NA,-0.21,0.9,0.15,0.54,0.93,0.25,-1.7,-1.09,NA,0.33,NA,NA,1.56,NA,NA,0,NA,0.6,0.23,NA,0.51,0.76,NA,NA,0.16,NA,1.02,0.17,0.54,0.67,0.89,0.19,-1.27,0.98,0.19,-0.11,NA,NA,0.61,0.68,NA,0.3,9.72,4.29,-0.1,1.14,NA,0.92,NA,0.42,6.4
"1217","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-11-30",-0.26,NA,-0.26,-0.02,1.14,1.45,0.84,0.14,0.95,-0.92,NA,0.74,NA,NA,0.09,NA,NA,-0.62,NA,1.43,0.45,NA,0.45,0.6,NA,NA,0.31,NA,0.46,NA,0.71,0.19,NA,0.57,-0.18,1.08,0.19,-0.87,NA,NA,NA,0.29,0.63,0.4,-9.43,8.9,0.45,0.44,NA,0.14,NA,0.63,5.77
"1218","Consumer Price Index, All items","PCPI_PC_PP_PT","2021-12-31",-0.64,NA,0.65,0.15,0.31,1.65,0.43,1.26,0.19,1.39,NA,1.16,NA,NA,-0.09,NA,NA,1.44,NA,1.23,0.29,NA,0.91,0.63,NA,NA,NA,NA,0.09,NA,0.18,0.09,NA,0.39,0.37,1.82,0.1,0.08,NA,NA,NA,2.12,-0.22,0.6,-8.97,1.24,0.81,1.02,NA,0.42,NA,0.63,5.76
"1219","Consumer Price Index, All items","PCPI_PC_PP_PT","2022-01-31",1.08,NA,2.46,2.21,NA,1.85,0.85,0.49,NA,-0.27,NA,0.21,NA,NA,0.85,NA,NA,1.18,NA,2.11,1.48,NA,0.31,1.01,NA,NA,NA,NA,0.18,NA,1.41,0,NA,1.05,NA,1.47,0.96,2.54,NA,NA,NA,1.36,-0.06,0.2,-8.69,2.06,0.64,NA,NA,0.7,NA,2.55,5.34
"1220","Consumer Price Index, All items","PCPI_PC_PP_PT","2022-02-28",0.58,NA,-5.04,0.31,NA,1.81,0.74,0.4,NA,NA,NA,0.31,NA,NA,1.61,NA,NA,3.34,NA,2.36,1.6,NA,0.41,0.35,NA,NA,NA,NA,-0.18,NA,2.35,0.57,NA,0.22,NA,1.63,1.05,3.32,NA,NA,NA,2.3,0.54,0.6,3.23,14.39,0.58,NA,NA,0.35,NA,1.74,NA
"1221","Consumer Price Index, All items","PCPI_PC_PP_PT","2022-03-31",1.9,NA,0.39,0.22,NA,1.07,1.18,0.56,NA,NA,NA,0.1,NA,NA,2.25,NA,NA,3.97,NA,4.02,0.99,NA,NA,0.78,NA,NA,NA,NA,0.91,NA,2.13,1.79,NA,0.54,NA,1.74,0.94,2.78,NA,NA,NA,4.68,NA,1.09,9.22,13.02,0.84,NA,NA,0.83,NA,0.77,NA
"1222","Consumer Price Index, All items","PCPI_PC_PP_PT","2022-04-30",2.16,NA,0.12,3,NA,4.23,NA,NA,NA,NA,NA,0.44,NA,NA,3.26,NA,NA,NA,NA,5.17,1.61,NA,NA,1.06,NA,NA,NA,NA,1.81,NA,0.75,1.76,NA,1.42,NA,1.76,NA,3.74,NA,NA,NA,3.05,NA,0.59,NA,NA,0.74,NA,NA,1.37,NA,0.68,NA
"1223","Consumer Price Index, All items","PCPI_PC_PP_PT","2022-05-31",-0.53,NA,1.38,2.58,NA,2.77,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,4.03,0.83,NA,NA,0.93,NA,NA,NA,NA,1.69,NA,0.5,0.27,NA,NA,NA,NA,NA,2.12,NA,NA,NA,2.43,NA,0.68,NA,NA,0.5,NA,NA,NA,NA,NA,NA
"1224","Consumer Price Index, All items","PCPI_PC_PP_PT","2022-06-30",NA,NA,NA,1.34,NA,-0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02,1.71,NA,NA,1.3,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,1.17,NA,NA,NA,3.13,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","Consumer Price Index, All items","PCPI_PC_PP_PT","2022-07-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","Clothing and footwear","PCPIA_PC_PP_PT","2008-01-31",0.07,-0.05,NA,NA,NA,-1.05,6.15,NA,NA,NA,NA,0.09,NA,NA,NA,NA,1.19,1.37,NA,NA,-0.15,NA,NA,0.24,0.79,NA,0.7,NA,NA,NA,0.94,0.2,0.66,-1.22,NA,-0.22,1.82,0.18,NA,0.12,6.4,4.58,NA,NA,NA,2.29,NA,0.09,1.94,0.38,NA,NA,NA
"1227","Clothing and footwear","PCPIA_PC_PP_PT","2008-02-29",-0.06,2.33,-0.1,NA,NA,-2.01,-0.72,NA,NA,NA,NA,-0.63,NA,NA,NA,NA,0.08,2.4,NA,NA,1.29,NA,NA,0.52,0.36,NA,1.04,NA,NA,NA,0.65,0.39,0.6,-0.13,NA,0.3,-3.88,1.82,NA,0.64,3.05,0.17,NA,0.15,NA,1.36,NA,0,-0.01,-5.74,NA,NA,NA
"1228","Clothing and footwear","PCPIA_PC_PP_PT","2008-03-31",-0.01,0.78,-0.1,NA,NA,2.19,1.82,NA,NA,NA,NA,-0.36,NA,NA,NA,NA,-0.36,1.79,NA,NA,1.67,NA,NA,0.35,-1.46,NA,2.07,NA,NA,NA,-0.28,0.19,0.48,0.32,NA,-1.68,0,0.36,NA,-0.16,0.17,0.26,NA,0.46,NA,0.1,NA,0.02,0,0.03,NA,NA,NA
"1229","Clothing and footwear","PCPIA_PC_PP_PT","2008-04-30",0,1.35,0.2,NA,NA,0.82,0.09,NA,NA,NA,NA,-0.73,NA,NA,NA,NA,-0.24,0.41,NA,NA,2.42,NA,NA,0.61,-0.18,NA,-0.36,NA,NA,NA,-0.28,0,0.07,0.7,NA,5.02,3.93,-0.76,NA,0.45,2.28,0.6,NA,0,NA,1.53,NA,0.83,0.12,4.9,NA,NA,NA
"1230","Clothing and footwear","PCPIA_PC_PP_PT","2008-05-31",0.01,1.29,0,NA,NA,1.56,-0.89,NA,NA,NA,NA,0,NA,NA,NA,NA,0.83,4.12,NA,NA,0.8,NA,NA,0.43,1.24,NA,0.02,NA,NA,NA,0.28,0,0.01,-0.5,NA,1.51,0,-0.12,NA,-0.53,0.46,0.55,NA,0.46,NA,-0.09,NA,0.06,0,0.88,NA,NA,NA
"1231","Clothing and footwear","PCPIA_PC_PP_PT","2008-06-30",-0.06,1.06,-0.1,NA,NA,0.18,1.9,NA,NA,NA,NA,-0.22,NA,NA,NA,NA,0.35,2.36,NA,NA,0.23,NA,NA,0.52,0.56,NA,0.77,NA,NA,NA,0,0,0.25,-0.35,NA,2.25,0,1.85,NA,-0.03,0.87,1.06,NA,0.3,NA,1.32,NA,0.79,0,0.76,NA,NA,NA
